,Timestamp,Latitude,Longitude,Elevation,shoe_size,key
0,2019-04-02 23:42:54.969000+00:00,37.2464327603,127.0780785212,212.0504328897,265,12
1,2019-04-02 23:43:02.060000+00:00,37.2463248076,127.077966048,159.455547952,265,12
2,2019-04-02 23:43:09.703000+00:00,37.2462472206,127.0778664105,98.5142903705,265,12
3,2019-04-02 23:43:12.723000+00:00,37.2462673739,127.0777408324,99.8328318867,265,12
4,2019-04-02 23:43:18.705000+00:00,37.2462968852,127.0776164416,99.6187927118,265,12
5,2019-04-02 23:44:07.664000+00:00,37.2461258656,127.077019905,97.5183140544,265,12
6,2019-04-02 23:44:16.728000+00:00,37.2461139483,127.0771537592,97.6336956445,265,12
7,2019-04-02 23:44:19.745000+00:00,37.2460916046,127.0773093416,97.5520986003,265,12
8,2019-04-02 23:44:22.746000+00:00,37.2460364342,127.0774604089,97.4739491455,265,12
9,2019-04-02 23:44:25.754000+00:00,37.2459591206,127.0775891153,97.3787155618,265,12
10,2019-04-02 23:44:28.756000+00:00,37.2458719315,127.0776828869,97.2298894567,265,12
11,2019-04-02 23:44:32.732000+00:00,37.2457734791,127.0777099951,96.9275785217,265,12
12,2019-04-02 23:44:38.743000+00:00,37.2456798451,127.0777242923,96.4317944433,265,12
13,2019-04-02 23:44:44.757000+00:00,37.2456169104,127.0778288034,95.9210716462,265,12
14,2019-04-02 23:44:50.759000+00:00,37.2455362817,127.0779169457,95.5262738612,265,12
15,2019-04-02 23:44:56.749000+00:00,37.2454594095,127.077976628,95.1856529951,265,12
16,2019-04-02 23:45:06.738000+00:00,37.2454551105,127.0780904032,94.824258216,265,12
17,2019-04-02 23:45:11.748000+00:00,37.2454773442,127.078225657,94.6792718189,265,12
18,2019-04-02 23:45:16.738000+00:00,37.2454967668,127.0783360988,94.6549559444,265,12
19,2019-04-02 23:45:25.744000+00:00,37.245407567,127.0783696962,94.9299198959,265,12
20,2019-04-02 23:47:52.733000+00:00,37.245314402,127.0783603201,102.4608391386,265,12
21,2019-04-02 23:48:04.735000+00:00,37.2452172911,127.0783656872,103.1703080633,265,12
22,2019-04-02 23:48:21.740000+00:00,37.2451274148,127.0784007572,104.0696489712,265,12
23,2019-04-02 23:48:38.736000+00:00,37.245029414,127.0784058947,104.773290065,265,12
24,2019-04-02 23:52:23.723000+00:00,37.2449361977,127.0784617203,93.8468639024,265,12
25,2019-04-02 23:52:28.725000+00:00,37.2448272542,127.0784741367,92.8773316414,265,12
26,2019-04-02 23:52:33.723000+00:00,37.2447358336,127.0785200115,92.0011254416,265,12
27,2019-04-02 23:52:39.742000+00:00,37.244733864,127.078641793,91.0590859472,265,12
28,2019-04-02 23:52:42.731000+00:00,37.2447130445,127.0787675143,90.6298173071,265,12
29,2019-04-02 23:52:45.736000+00:00,37.2446717227,127.0789005309,90.2253712488,265,12
30,2019-04-02 23:52:47.730000+00:00,37.2446097816,127.0790260165,89.9688784567,265,12
31,2019-04-02 23:52:49.722000+00:00,37.2445312764,127.0791339048,87.7287284695,265,12
32,2019-04-02 23:52:57.730000+00:00,37.2442230835,127.0793645302,87.1312905659,265,12
33,2019-04-02 23:52:59.743000+00:00,37.2440930635,127.0793786966,86.985300594,265,12
34,2019-04-02 23:53:01.724000+00:00,37.2439724252,127.0794065421,86.201317786,265,12
35,2019-04-02 23:53:03.728000+00:00,37.243855852,127.079430981,85.1675788125,265,12
36,2019-04-02 23:53:05.732000+00:00,37.2437464415,127.0794456559,84.4800335308,265,12
37,2019-04-02 23:53:07.736000+00:00,37.2436291176,127.079458179,84.0341916558,265,12
38,2019-04-02 23:53:09.727000+00:00,37.2435135163,127.0794859711,83.7252468278,265,12
