,Timestamp,Latitude,Longitude,Elevation,shoe_size,key
0,2019-04-01 05:50:11.383000+00:00,37.2469254951,127.0759164008,7.131508672,265,12
1,2019-04-01 05:50:13.378000+00:00,37.2465790754,127.0776220985,35.37220112,265,12
2,2019-04-01 05:50:14.416000+00:00,37.2463826209,127.0781433645,91.3952004062,265,12
3,2019-04-01 05:50:15.367000+00:00,37.2462124486,127.078395012,122.3671987046,265,12
4,2019-04-01 05:50:16.378000+00:00,37.2460986108,127.0784923244,131.5104687963,265,12
5,2019-04-01 05:50:17.856000+00:00,37.2460062402,127.0785687293,137.0845280861,265,12
6,2019-04-01 05:50:20.915000+00:00,37.2459851164,127.0784369825,129.58145056,265,12
7,2019-04-01 05:50:23.880000+00:00,37.2460221203,127.078282484,130.123280984,265,12
8,2019-04-01 05:50:26.929000+00:00,37.2460884144,127.0781238211,126.0694039957,265,12
9,2019-04-01 05:50:28.916000+00:00,37.2461434407,127.0780247124,124.4872543505,265,12
10,2019-04-01 05:50:31.902000+00:00,37.2462160343,127.0778962424,122.676383871,265,12
11,2019-04-01 05:50:35.916000+00:00,37.2462754421,127.0777815144,120.3671725704,265,12
12,2019-04-01 05:50:41.912000+00:00,37.2463040142,127.0776713666,115.4207595525,265,12
13,2019-04-01 05:51:13.925000+00:00,37.2462271067,127.0775829489,111.7256185107,265,12
14,2019-04-01 05:51:34.899000+00:00,37.2461447406,127.0776293183,111.953099644,265,12
15,2019-04-01 05:51:39.903000+00:00,37.2461369027,127.077756819,111.88948228,265,12
16,2019-04-01 05:51:43.905000+00:00,37.2461299216,127.0778811186,111.8640381961,265,12
17,2019-04-01 05:51:56.903000+00:00,37.2461590645,127.077992689,112.0945627357,265,12
18,2019-04-01 05:52:10.901000+00:00,37.2461857184,127.0781058465,112.3807036388,265,12
19,2019-04-01 05:52:19.908000+00:00,37.2461729517,127.0782190959,112.3277449342,265,12
20,2019-04-01 05:52:26.888000+00:00,37.2461761094,127.0783344928,112.2552666905,265,12
21,2019-04-01 05:52:35.902000+00:00,37.2461841836,127.0784624835,112.0488813967,265,12
22,2019-04-01 05:52:43.910000+00:00,37.2461799562,127.0785755469,111.9414588356,265,12
23,2019-04-01 05:53:00.908000+00:00,37.2461429798,127.0786848779,111.5218407116,265,12
24,2019-04-01 05:53:07.917000+00:00,37.2460827877,127.0787930149,111.3283570931,265,12
