,Timestamp,Latitude,Longitude,Elevation,shoe_size,key
0,2019-03-26 06:11:01.618000+00:00,37.245723173,127.0808354457,207.074426468,265,12
1,2019-03-26 06:11:53.635000+00:00,37.2459295947,127.080109742,198.1727395491,265,12
2,2019-03-26 06:17:08.304000+00:00,37.2453398237,127.0805630883,175.5591942777,265,12
3,2019-03-26 06:22:18.299000+00:00,37.2454590932,127.0803689463,151.7104335431,265,12
4,2019-03-26 06:46:46.284000+00:00,37.2450971725,127.0804709535,162.2423940277,265,12
5,2019-03-26 06:53:57.288000+00:00,37.2452839251,127.0801356138,160.9058691876,265,12
6,2019-03-26 06:55:21.297000+00:00,37.2452822657,127.0802861806,158.6229717592,265,12
7,2019-03-26 06:56:55.309000+00:00,37.2451936099,127.0802281356,161.7859892558,265,12
8,2019-03-26 07:03:50.282000+00:00,37.2460180452,127.0806678018,156.8591121734,265,12
9,2019-03-26 07:07:34.309000+00:00,37.2455659752,127.0804794423,156.3281025827,265,12
10,2019-03-26 07:08:47.277000+00:00,37.2456106981,127.0802396126,156.9633347085,265,12
11,2019-03-26 07:10:08.324000+00:00,37.2454464407,127.0801623284,156.6738932541,265,12
12,2019-03-26 07:15:40.298000+00:00,37.2462857197,127.0801829298,155.3561033497,265,12
13,2019-03-26 07:15:48.316000+00:00,37.2462125647,127.0800758187,155.2346313577,265,12
14,2019-03-26 07:15:54.350000+00:00,37.2461186884,127.0801600413,154.0533861238,265,12
15,2019-03-26 07:15:58.350000+00:00,37.2460239808,127.0801462722,153.1318953599,265,12
16,2019-03-26 07:16:03.337000+00:00,37.245955819,127.0800670123,150.413912142,265,12
17,2019-03-26 07:16:13.304000+00:00,37.2458679,127.0800379135,143.8168411315,265,12
18,2019-03-26 07:16:19.344000+00:00,37.2457695454,127.080008865,139.8556364956,265,12
19,2019-03-26 07:16:24.327000+00:00,37.2456703372,127.0799679185,136.8987007939,265,12
20,2019-03-26 07:16:30.329000+00:00,37.2455770002,127.0799187728,133.7742806751,265,12
21,2019-03-26 07:16:36.314000+00:00,37.2455183235,127.0798300039,131.0726218706,265,12
22,2019-03-26 07:16:43.311000+00:00,37.2454591519,127.0797187714,128.2901046256,265,12
23,2019-03-26 07:16:48.329000+00:00,37.2454181578,127.0796181768,126.4986888924,265,12
24,2019-03-26 07:16:55.334000+00:00,37.2454111936,127.0794995279,124.1445138871,265,12
25,2019-03-26 07:17:02.316000+00:00,37.2454141223,127.0793745867,122.0513660863,265,12
26,2019-03-26 07:17:09.327000+00:00,37.2454102093,127.0792591425,120.1885446793,265,12
27,2019-03-26 07:17:15.316000+00:00,37.2454053351,127.0791427488,118.7409482306,265,12
28,2019-03-26 07:17:20.348000+00:00,37.2454181902,127.0790181674,117.6132164866,265,12
29,2019-03-26 07:17:27.340000+00:00,37.2454300462,127.078891163,116.1271463951,265,12
30,2019-03-26 07:17:34.327000+00:00,37.2454151502,127.0787781797,114.772902649,265,12
31,2019-03-26 07:17:40.329000+00:00,37.2453917282,127.0786536757,113.6677954062,265,12
32,2019-03-26 07:17:44.331000+00:00,37.2453607166,127.0785153679,112.9549629628,265,12
33,2019-03-26 07:17:48.333000+00:00,37.2453198998,127.0784109787,112.2020746277,265,12
34,2019-03-26 07:17:53.334000+00:00,37.2452422427,127.0783186278,111.1554403027,265,12
35,2019-03-26 07:17:58.330000+00:00,37.2451563531,127.078281354,109.9805803102,265,12
36,2019-03-26 07:18:03.333000+00:00,37.2450580618,127.0782930482,108.7049710222,265,12
37,2019-03-26 07:18:07.328000+00:00,37.2449693362,127.0783133055,107.650614844,265,12
38,2019-03-26 07:18:11.334000+00:00,37.244881382,127.0783574278,106.6359104585,265,12
39,2019-03-26 07:18:19.335000+00:00,37.2448017227,127.0784181179,104.8009116311,265,12
40,2019-03-26 07:18:30.338000+00:00,37.2447867127,127.078530964,102.7243012517,265,12
41,2019-03-26 07:18:34.349000+00:00,37.2447193249,127.0786294164,102.0563742773,265,12
42,2019-03-26 07:18:38.334000+00:00,37.2446401493,127.0787439982,98.9305791661,265,12
43,2019-03-26 07:18:41.335000+00:00,37.2445708815,127.078855579,96.4837148155,265,12
44,2019-03-26 07:18:43.333000+00:00,37.2444994284,127.0789419983,95.5423048024,265,12
45,2019-03-26 07:18:45.337000+00:00,37.2444013105,127.0790230075,94.968953512,265,12
46,2019-03-26 07:18:47.332000+00:00,37.2442715878,127.079083698,94.5803056073,265,12
47,2019-03-26 07:18:49.346000+00:00,37.2441336882,127.0791278313,94.3972378548,265,12
48,2019-03-26 07:18:51.337000+00:00,37.244015292,127.0791566964,94.3663398298,265,12
49,2019-03-26 07:18:53.336000+00:00,37.2439081042,127.0791731465,94.1237517176,265,12
50,2019-03-26 07:18:55.335000+00:00,37.2438045314,127.0791848837,93.6996472623,265,12
51,2019-03-26 07:18:57.335000+00:00,37.2436943184,127.0791993515,93.3298877609,265,12
52,2019-03-26 07:18:59.333000+00:00,37.2435823106,127.0792264114,93.0082120794,265,12
53,2019-03-26 07:19:01.337000+00:00,37.2434837845,127.0793018361,92.7120107286,265,12
54,2019-03-26 07:19:03.333000+00:00,37.2434152886,127.0794245224,92.4470780666,265,12
55,2019-03-26 07:19:05.334000+00:00,37.2433811261,127.0795747359,92.2510680737,265,12
56,2019-03-26 07:19:07.335000+00:00,37.2433723422,127.0797362674,92.1239061458,265,12
57,2019-03-26 07:19:09.336000+00:00,37.2433817656,127.0799024881,92.049627326,265,12
58,2019-03-26 07:19:11.335000+00:00,37.2434031917,127.0800630577,92.0074605583,265,12
59,2019-03-26 07:19:13.329000+00:00,37.2434322231,127.0802138462,92.00596071,265,12
60,2019-03-26 07:19:15.336000+00:00,37.2434669316,127.0803620876,92.044149457,265,12
61,2019-03-26 07:19:17.336000+00:00,37.243499651,127.0805022867,92.0666029169,265,12
62,2019-03-26 07:19:20.336000+00:00,37.243497703,127.0806482988,92.1679373715,265,12
63,2019-03-26 07:19:23.333000+00:00,37.2433928969,127.0806972909,92.4096232481,265,12
64,2019-03-26 07:19:25.331000+00:00,37.2432670264,127.0806909107,92.6115962086,265,12
65,2019-03-26 07:19:27.338000+00:00,37.2431181889,127.0806700555,92.8266677943,265,12
66,2019-03-26 07:19:29.331000+00:00,37.2429806968,127.0806401478,92.8451281731,265,12
67,2019-03-26 07:19:31.339000+00:00,37.2428862113,127.0806143139,92.857283372,265,12
68,2019-03-26 07:19:48.336000+00:00,37.2428123227,127.0805363306,92.9987159661,265,12
69,2019-03-26 07:19:52.331000+00:00,37.2427041659,127.0805296946,93.0619543083,265,12
70,2019-03-26 07:19:55.334000+00:00,37.2425999299,127.0805382438,93.11240832,265,12
71,2019-03-26 07:19:58.344000+00:00,37.242518326,127.0806364842,93.131617762,265,12
72,2019-03-26 07:20:00.340000+00:00,37.2424853367,127.0807555904,93.1570234984,265,12
73,2019-03-26 07:20:02.345000+00:00,37.2424664292,127.0809102647,93.1680951912,265,12
74,2019-03-26 07:20:04.343000+00:00,37.2424543053,127.081099314,93.4528722723,265,12
75,2019-03-26 07:20:06.334000+00:00,37.2424478852,127.0813089953,93.7346658932,265,12
76,2019-03-26 07:20:08.336000+00:00,37.2424464187,127.0814988013,93.9244783857,265,12
77,2019-03-26 07:20:10.346000+00:00,37.242454616,127.0816536697,93.9289722527,265,12
