,Timestamp,Latitude,Longitude,Elevation,shoe_size,key
0,2019-03-19 09:24:25.335000+00:00,37.2394717016,127.083691643,168.4924115061,265,12
1,2019-03-19 09:25:08.408000+00:00,37.2395204482,127.0834944696,190.8097599149,265,12
2,2019-03-19 09:25:10.419000+00:00,37.2395729703,127.083378752,190.8219593376,265,12
3,2019-03-19 09:25:12.428000+00:00,37.2396322964,127.0832585499,190.7426591716,265,12
4,2019-03-19 09:25:14.429000+00:00,37.2397213097,127.08313622,190.5690692785,265,12
5,2019-03-19 09:25:16.445000+00:00,37.2398224845,127.0830458163,190.277320597,265,12
6,2019-03-19 09:25:18.444000+00:00,37.2399135916,127.082994204,189.9304110637,265,12
7,2019-03-19 09:25:21.456000+00:00,37.2400173268,127.0829582247,189.3348745403,265,12
8,2019-03-19 09:25:26.434000+00:00,37.2401017915,127.082909411,188.2763372345,265,12
9,2019-03-19 09:25:36.464000+00:00,37.240110995,127.0827891933,185.3964437262,265,12
10,2019-03-19 09:25:44.473000+00:00,37.2401296841,127.0826641752,182.4491778706,265,12
11,2019-03-19 09:25:51.476000+00:00,37.240148872,127.0825324504,179.7027022141,265,12
12,2019-03-19 09:25:57.459000+00:00,37.2401715993,127.0824209111,177.3576557201,265,12
13,2019-03-19 09:26:03.517000+00:00,37.2402080293,127.0823109676,175.0446942266,265,12
14,2019-03-19 09:26:09.486000+00:00,37.240248089,127.0822020835,172.7953754011,265,12
15,2019-03-19 09:26:17.489000+00:00,37.2403156923,127.0821210105,170.0043043142,265,12
16,2019-03-19 09:26:26.465000+00:00,37.2404027678,127.0820566768,167.0069883517,265,12
17,2019-03-19 09:26:33.560000+00:00,37.2404709222,127.0819693682,164.7359728746,265,12
18,2019-03-19 09:26:40.448000+00:00,37.2405371565,127.0818745217,162.6136129003,265,12
19,2019-03-19 09:26:47.446000+00:00,37.2406029667,127.0817836961,160.5235979876,265,12
20,2019-03-19 09:26:53.448000+00:00,37.2406689654,127.081700423,158.7650385275,265,12
21,2019-03-19 09:27:00.442000+00:00,37.2407514642,127.0816236757,156.8117170598,265,12
22,2019-03-19 09:27:07.454000+00:00,37.2408296328,127.0815449149,154.9300766833,265,12
23,2019-03-19 09:27:14.434000+00:00,37.2409155747,127.0814779615,153.220918902,265,12
