,Timestamp,Latitude,Longitude,Elevation,shoe_size,key
0,2019-04-02 01:19:25.378000+00:00,37.2473932975,127.0803743738,97.139584345,265,12
1,2019-04-02 01:20:05.423000+00:00,37.2473165804,127.0802867047,82.9678577761,265,12
2,2019-04-02 01:31:33.376000+00:00,37.245714339,127.0807305723,101.6637473712,265,12
3,2019-04-02 02:02:50.369000+00:00,37.2455340189,127.0810050996,100.1494331219,265,12
4,2019-04-02 02:03:07.398000+00:00,37.245608522,127.0807767949,101.0859268763,265,12
5,2019-04-02 02:03:15.402000+00:00,37.2457021762,127.0807801685,97.0266068177,265,12
6,2019-04-02 02:24:58.373000+00:00,37.2452251092,127.0805843276,89.8660591213,265,12
7,2019-04-02 02:25:14.373000+00:00,37.2453060878,127.0804843093,89.1944221169,265,12
8,2019-04-02 02:40:36.374000+00:00,37.2458131696,127.0805413496,91.7640891646,265,12
9,2019-04-02 02:40:56.388000+00:00,37.2457355247,127.0807505235,95.9871592239,265,12
10,2019-04-02 02:41:09.385000+00:00,37.2457852591,127.0808562265,99.0264355775,265,12
11,2019-04-02 02:41:27.387000+00:00,37.2457087553,127.0807845446,102.0648287866,265,12
12,2019-04-02 02:41:42.399000+00:00,37.2456422053,127.0807060305,107.4019189606,265,12
13,2019-04-02 02:45:54.379000+00:00,37.2455413084,127.0805132814,129.4381295725,265,12
14,2019-04-02 02:46:25.381000+00:00,37.2457367728,127.0805771409,130.0477890684,265,12
15,2019-04-02 02:46:28.394000+00:00,37.2458417951,127.0805984056,130.4437914248,265,12
16,2019-04-02 02:46:31.388000+00:00,37.2459654835,127.080631986,130.4448468871,265,12
17,2019-04-02 02:46:34.392000+00:00,37.2460745627,127.0806701652,130.4204189831,265,12
18,2019-04-02 02:46:38.381000+00:00,37.2461417178,127.080749003,130.4544732164,265,12
19,2019-04-02 02:46:45.394000+00:00,37.2460556577,127.080783577,129.521847523,265,12
20,2019-04-02 02:46:51.390000+00:00,37.2459654342,127.0807534952,127.6657494264,265,12
21,2019-04-02 02:47:11.397000+00:00,37.2458736668,127.0807305327,121.2178697957,265,12
