39,255,1,1,0,4,17,0,1.68663404178163
37,255,0,0,0,0,17,1,1.2308027566551996
31,240,1,0,0,0,2,0,1.2787573474393974
33,260,0,1,0,2,5,7,1.9165730844677702
32,265,6,1,1,3,3,0,1.5
